แต่รู้ตัวอีกทีเธอก็เดินไปจากฉัน,neg
คงจะไม่รอและคงจะไม่หวัง,neg
อย่าปล่อยให้มโน,neg
ถ้าเธอจะทิ้งไว้ให้ช้ำคงไม่โอ,neg
วันคืนที่น่าเบื่อ,neg
มีชีวิตขึ้นทันที,pos
เธอคือพรุ่งนี้ที่ฉันรอ,pos
ทำใจฉันวุ่นวาย,neg
ฝืนฉันฝืนไม่ได้แล้ว,neg
ยอมฉันยอมแพ้เธอไปแล้วไง,neg
รู้แค่เพียงมันโคตรพิเศษเลย,pos
แต่ว่าสิ่งตามมามันอาจเลวร้าย,neg
ฉันจึงทนทนไปไม่อยากให้เธอหาย,neg
ขอบคุณครับ,pos
ก็ยอมแพ้ทุกที,neg
ฉันเป็นเพื่อนที่แสนดี,pos
อยู่ใกล้แค่นี้แต่ไม่กล้าพูดไป,neg
จะไม่มีวันทำให้เธอเสียใจ,pos
คนที่ร่ำลาที่เขาทำเธอเสียใจ,neg
เจ็บ,neg
เจ็บทุกครั้งไป,neg
ที่เห็นเธอผิดหวัง,neg
จากคนที่หมดเยื่อใย,neg
คำที่เธอไม่อยากฟัง,neg
ก็บอกแล้วไงว่าเขาไม่รัก,neg
ก็บอกแล้วไงว่าเขาไม่สนเธอ,neg
ทั้งที่เธอไม่มีหวัง,neg
ก็บอกแล้วไงว่าเขาไม่มา,neg
คอยซับน้ำตาดูแลให้หายดี,neg
อีกนานเท่าไรที่ทั้งหัวใจเธอนั้นจะหายดี,neg
เธอไม่รักกันและคงไม่มอง,neg
ยอมเป็นที่สำรองเก็บน้ำตา,neg
เมื่อเธอเจ็บจากเขามา,neg
เหนื่อยหน่อยนะ,pos
ถ้าเธอยังไม่ถอดใจ,pos
ทั้งว่าเธอไม่มีหวัง,neg
คอยซับน้ำตา (ซับน้ำตา),neg
ดูแลให้หายดี,pos
ถ้าเธอรักเขาฉันก็รักเธออยู่ดี,pos
เธอจะยิ้มกว้างขึ้นทุกที,pos
เวลาที่ได้เฝ้ามองแววตาที่ดูสดใส,pos
ฉันไม่อยากละสายตาไปไหน,pos
ฉันคงทนไม่ได้แน่เลย,neg
ให้ฉันอยู่ตรงนี้ได้คอยดูแลเธอไม่ไปไหน,pos
เมื่อไรที่เธอเศร้าใจอยากทำให้เธอยิ้มได้,pos
เธอรู้ไหมมีใครตรงนี้ที่เขาเฝ้าห่วงใย,pos
แค่เรามีกันอย่างตอนนี้,pos
หากมีเรื่องราวเศร้าใจอยากทำให้เธอยิ้มได้,pos
