แต่ไม่อยากให้เธอหยุดยั้ง,pos
จงหยัดยืนต่อไป,pos
ความทุกข์ร่ำไร ไม่เคยร่ำลา,neg
ขอเป็นกำลังใจ,pos
ปลดปล่อยมันทิ้งไป,pos
จงหยัดยืนเอาไว้,pos
ใจหนอใจเอย อาจเคยพ่ายแพ้,neg
หากโลกรังแก แม้ไม่เหลือใคร,neg
เธอยังมีฉัน กอดใจเอาไว้,pos
กอดไว้ กอดไว้,pos
ฟ้าก็คงสว่างและทำให้เราได้เข้าใจ,pos
ว่ามันคุ้มค่าแค่ไหนที่เฝ้ารอ,pos
เมื่อยามสุขล้นจนใจมันยั้งไม่อยู่,pos
คงเป็นฤดูที่แสนสดใส,pos
แต่ถ้าวันหนึ่งวันใดที่ใจเจ็บทนทุกข์,neg
บอกกับตัวเองเอาไว้ความเจ็บต้องมีวันหาย,pos
ว่ามันคุ้มค่าแค่ไหนที่เฝ้ารอ,pos
เมื่อวันที่ต้องเจ็บช้ำใจ,neg
จากความผิดหวังจนใจมันรับไม่ทัน,neg
เป็นธรรมดาที่เราต้องไหวหวั่น,neg
และถ้าวันหนึ่งวันไหนที่ใจเจ็บทนทุกข์,neg
อย่าไปกลัวเวลาที่ฟ้าไม่เป็นใจ,pos
อย่าไปคิดว่ามันเป็นวันสุดท้าย,pos
น้ำตาที่ไหลย่อมมีวันจางหาย,pos
หากไม่รู้จักเจ็บปวด,neg
ก็คงไม่ซึ้งถึงความสุขใจ,pos

